phrase,count,rank
"ADVP(JJ,RB)",7,1464
"NP(DT,JJ,VBG)",7,1465
"S(NP,ADVP,NP)",7,1466
"ADJP(ADJP,HYPH,PP)",7,1467
"VP(FW,VP)",7,1468
"S(NP,ADVP,PP)",7,1469
"VP(VBZ,WHNP)",7,1470
"ADJP(IN,JJ)",7,1471
"ADJP(ADJP,VBN)",7,1472
"PP(IN,HYPH,VP)",7,1473
"VP(VB,VP,SBAR)",7,1474
"NP(NNP,NFP)",7,1475
"NP(PP,PP)",7,1476
"NP(FW,NNP,FW)",7,1477
"NP(NNP,NN,NNP)",7,1478
"NP(NNP,DT,NN)",7,1479
"NP(NN,DT)",7,1480
"ADJP(RBR,NN)",7,1481
"NP(NN,NN,NNP)",7,1482
"PP(IN,WHPP)",7,1483
"NP(CD,JJR,NN)",7,1484
"VP(VB,PP,VP)",7,1485
"SBAR(IN,SQ)",7,1486
"S(S,SBARQ)",7,1487
"NP(FW,FW,NNS)",7,1488
"FRAG(NP,SBAR)",7,1489
"ADJP(VBN,HYPH,IN)",7,1490
"ADJP(RB,ADJP)",7,1491
"WHADVP(RB,WP)",7,1492
"SQ(PP,WHADVP,SQ)",7,1493
"WHNP(WDT,NP)",7,1494
"S(SQ,NP,VP)",7,1495
"VP(VBN,S,ADVP)",7,1496
"S(S,NP,S)",7,1497
"NP(NN,CC,RB)",7,1498
"NP(NP,INTJ,PP)",7,1499
"NP(NP,VBG)",7,1500
"VP(VBN,VBN)",7,1501
"ADJP(JJ,HYPH,RP)",7,1502
"VP(ADVP,VBD,PP)",7,1503
"VP(VBD,NP,PRT)",7,1504
"S(NFP,NP,VP)",7,1505
"SBAR(WHADVP,SBAR)",7,1506
"NP(NP,HYPH,NP)",7,1507
"ADJP(ADJP,NN)",7,1508
"ADJP(JJR,RP)",7,1509
"ADJP(NP,JJR)",7,1510
"ADVP(RBR,RB,JJ)",7,1511
"S(SBARQ,VP)",7,1512
"VP(VBN,PP,ADJP)",7,1513
"NP(CC,S)",7,1514
"VP(NN,ADVP,PP)",7,1515
"VP(VBZ,SQ)",7,1516
"NP(NP,VBZ)",7,1517
"ADJP(RBS,NN)",7,1518
"ADJP(VBG,CC,JJ)",7,1519
"S(PRN,NP,VP)",7,1520
"S(CC,S)",7,1521
"VP(VP,VP,SBAR)",7,1522
"QP(CC,CD)",7,1523
"WHNP(DT,NN)",7,1524
"SQ(ADVP,VP)",7,1525
"SBARQ(CC,WHNP,VP)",7,1526
"ADJP(JJ,NN,NN)",7,1527
"NML(VBN,HYPH,NNP)",7,1528
"FRAG(ADVP,PP)",7,1529
"ADJP(JJ,NNS)",7,1530
"NP(LS,NNP,NN)",7,1531
"ADVP(RB,RP)",7,1532
"VP(PP,NP,VP)",7,1533
"NP(JJ,NNP,POS)",7,1534
"S(S,S,SBAR)",7,1535
"ADVP(RB,RB,VBN)",7,1536
"NP(NP,ADJP,SBAR)",7,1537
"SBARQ(CC,SBAR)",7,1538
"VP(VB,RB,NP)",7,1539
"NP(ADVP,NNP)",7,1540
"NP(DT,NML,NNPS)",7,1541
"ADJP(JJ,IN)",7,1542
"PP(IN,IN,SBAR)",7,1543
"ADJP(RB,VBN,S)",7,1544
"VP(PP,PP)",7,1545
"VP(VBP,ADJP,VP)",7,1546
"RRC(ADVP,NP)",7,1547
"SINV(VBP,NP)",7,1548
"VP(MD,HYPH,VP)",7,1549
"SQ(VBZ,NP,PP)",7,1550
"NP(DT,NN,NML)",7,1551
"SBAR(WHNP,ADVP,VP)",7,1552
"VP(VP,CONJP,PP)",7,1553
"ADVP(IN,CC,RB)",7,1554
"NP(RB,JJ)",7,1555
"ADVP(ADVP,RB,RB)",7,1556
"ADJP(RB,JJR,SBAR)",7,1557
"VP(VBG,S,PP)",7,1558
"NP(NP,NP,NNP)",7,1559
"ADJP(RB,FW)",7,1560
"NML(CD,HYPH,JJ)",7,1561
"S(S,NP,NP)",7,1562
"VP(VB,WHPP)",7,1563
"NP(PRP$,DT,NN)",7,1564
"WHNP(WHNP,S)",7,1565
"VP(NN,ADVP)",7,1566
"NP(DT,NN,PP)",7,1567
"ADJP(NNS,HYPH,VBN)",7,1568
"VP(PP,S)",7,1569
"NP(PRP,CC,NNS)",7,1570
"NP(VP,NNS)",7,1571
"NP(RB,PRP$,NN)",7,1572
"ADVP(DT,RBR,RB)",7,1573
"PP(IN,LS)",7,1574
"NP(CD,NNPS)",7,1575
"NP(NNP,FW,NN)",6,1576
"PRN(S,S)",6,1577
"ADJP(JJ,HYPH,IN)",6,1578
"NML(NN,NN,NN)",6,1579
"VP(NP,VP)",6,1580
"NP(IN,JJ,NN)",6,1581
"VP(VBG,PP,VP)",6,1582
"NP(NN,SYM,NN)",6,1583
"PP(ADVP,IN,SBAR)",6,1584
"SINV(VB,NP,VP)",6,1585
"ADJP(ADJP,ADJP,ADJP)",6,1586
"NP(ADVP,CD)",6,1587
"NP(RB,NP)",6,1588
"VP(VP,CONJP,NP)",6,1589
"VP(MD,DT,VP)",6,1590
"ADVP(ADVP,RB,JJ)",6,1591
"NP(JJR,NN,NNS)",6,1592
"NP(NP,PP,ADJP)",6,1593
"PP(IN,NN,S)",6,1594
"ADVP(RB,JJS)",6,1595
"NP(NN,AFX)",6,1596
"ADVP(FW,FW,NP)",6,1597
"NML(VBN,HYPH,NN)",6,1598
"NP(UH,NNP)",6,1599
"NP(DT,RBR)",6,1600
"WHNP(WP,S)",6,1601
"VP(VBG,NN)",6,1602
"S(S,PRN,S)",6,1603
"NP(DT,JJ,ADJP)",6,1604
"NP(NNP,HYPH,NNS)",6,1605
"ADVP(JJR,CC,RBR)",6,1606
"NP(NP,CD,NNS)",6,1607
"WHNP(WDT,NN,NNS)",6,1608
"NP(NP,NNP,NP)",6,1609
"ADJP(JJ,IN,JJ)",6,1610
"ADJP(RB,NNP)",6,1611
"SINV(PP,VP,VP)",6,1612
"NML(VBN,NNS)",6,1613
"NP(NN,NML)",6,1614
"S(RB,NP)",6,1615
"ADVP(NP,SBAR)",6,1616
"NP(NP,VP,VP)",6,1617
"ADVP(RB,DT,NN)",6,1618
"VP(FW,ADJP)",6,1619
"S(S,VP,NP)",6,1620
"NP(FW,JJ,NN)",6,1621
"NP(NP,INTJ,S)",6,1622
"QP(RB,CD,CD)",6,1623
"NP(IN,PP)",6,1624
"SBAR(SBAR,CC,SBARQ)",6,1625
"SINV(SBAR,VP,NP)",6,1626
"NML(JJ,CC,NNP)",6,1627
"NP(DT,ADVP)",6,1628
"VP(VBD,NP,ADJP)",6,1629
"SBAR(RB,IN)",6,1630
"WHNP(WHADVP,PP)",6,1631
"S(NP,ADVP,SBAR)",6,1632
"PP(IN,ADVP,PP)",6,1633
"ADJP(ADJP,VP)",6,1634
"QP(CD,IN,CD)",6,1635
"NP(ADVP,NN,NN)",6,1636
"ADJP(RBS,JJ,S)",6,1637
"VP(VBN,NN)",6,1638
"VP(VBP,S,S)",6,1639
"VP(VP,VP,NP)",6,1640
"S(PP,ADJP)",6,1641
"PP(IN,HYPH,NN)",6,1642
"VP(VB,HYPH,NP)",6,1643
"ADJP(ADVP,VBN,PP)",6,1644
"PP(PP,PP,NP)",6,1645
"VP(VBG,NP,VP)",6,1646
"NP(NN,CC,VB)",6,1647
"NP(DT,NNPS,NN)",6,1648
"NML(NNP,DT)",6,1649
"ADVP(IN,CC,JJ)",6,1650
"ADJP(JJ,RB,SBAR)",6,1651
"NML(NML,HYPH,NML)",6,1652
"ADJP(JJR,SBAR)",6,1653
"NP(NNPS,CC,NNP)",6,1654
"ADJP(JJ,ADVP,SBAR)",6,1655
"NP(NP,CC,NNP)",6,1656
"VP(VBZ,HYPH,NP)",6,1657
"NP(S,S)",6,1658
"NML(ADJP,CC,NML)",6,1659
"ADJP(FW,JJ)",6,1660
"SBAR(ADVP,IN,FRAG)",6,1661
"VP(VBP,CC,NP)",6,1662
"ADJP(NN,NN)",6,1663
"ADVP(RB,ADVP)",6,1664
"NP(NN,NN,FW)",6,1665
"ADJP(ADJP,CC,NML)",6,1666
"NP(JJR,NNP)",6,1667
"PP(ADVP,IN,ADJP)",6,1668
"NP(VP,PP)",6,1669
"NP(DT,NN,IN)",6,1670
"SBAR(WHADVP,PP)",6,1671
"FRAG(ADVP,RB)",6,1672
"VP(MD,NP,PP)",6,1673
"NML(JJ,CC,NN)",6,1674
"FRAG(CC,ADVP)",6,1675
"S(NP,NN)",6,1676
"NML(JJ,NN,NN)",6,1677
"NML(NP,PP)",6,1678
"ADJP(VBG,CC,VBG)",6,1679
"NP(ADVP,JJ,NN)",6,1680
"NP(DT,CC,DT)",6,1681
"NP(NNS,HYPH,NN)",6,1682
"NP(SBAR,SBAR)",6,1683
"S(S,PRN,PP)",6,1684
"VP(VBN,PP,VP)",6,1685
"VP(VBP,SBAR,NP)",6,1686
"NP(QP,NN,NN)",6,1687
"SBARQ(CC,WHNP)",6,1688
"ADJP(ADJP,JJ,PP)",6,1689
"VP(VBZ,PRN,S)",6,1690
"VP(VP,VP,PP)",6,1691
"QP(DT,CD)",6,1692
"NP(NP,HYPH,NN)",6,1693
"NP(NP,CC,RB)",6,1694
"VP(VBG,S,SBAR)",6,1695
"VP(VBZ,S,ADVP)",6,1696
"PP(IN,HYPH,PP)",6,1697
"VP(ADVP,VBN,ADVP)",6,1698
"NP(NNP,NN,POS)",6,1699
"NP(DT,NNS,NNP)",6,1700
"WHNP(WHNP,NP)",6,1701
"S(CONJP,VP)",6,1702
"ADVP(ADVP,CC,NP)",6,1703
"VP(MD,ADVP,S)",6,1704
"NP(NP,INTJ,SBAR)",6,1705
"VP(NN,HYPH,VB)",6,1706
"ADJP(JJ,JJS)",6,1707
"VP(VBP,PRT,SBAR)",6,1708
"VP(VBD,RB,SBAR)",6,1709
"NP(DT,VBZ)",6,1710
"VP(VBG,ADJP,SBAR)",6,1711
"NP(PRP,VBZ)",6,1712
"ADJP(RB,JJS)",6,1713
"NP(NN,NNP,NN)",6,1714
"PP(NN,PP)",6,1715
"ADVP(NP,JJR)",5,1716
"SBAR(IN,CC,S)",5,1717
"ADJP(NNP,NN)",5,1718
"NP(PRP,POS,NN)",5,1719
"NP(NP,PRN,VP)",5,1720
"NP(PRP$,VP)",5,1721
"ADVP(NN,PP)",5,1722
"NP(FW,HYPH,S)",5,1723
"SBAR(FW,S)",5,1724
"NP(RB,NN,NN)",5,1725
"VP(VB,RB)",5,1726
"NP(FW,HYPH,NML)",5,1727
"NP(NP,S,SBAR)",5,1728
"NP(WHNP,PP)",5,1729
"VP(ADJP,VBN)",5,1730
"S(NP,S,S)",5,1731
"S(NP,HYPH,VP)",5,1732
"VP(VBP,ADJP,ADJP)",5,1733
"NP(NP,CONJP,S)",5,1734
"ADJP(ADJP,CC,VBN)",5,1735
"NP(PRP$,NNP,NNS)",5,1736
"NP(NP,RB,PP)",5,1737
"PP(RB,IN,ADJP)",5,1738
"VP(VB,SQ)",5,1739
"VP(NNS,ADVP)",5,1740
"ADVP(LS,RB)",5,1741
"NP(NNPS,JJ,NNS)",5,1742
"S(VP,ADVP,VP)",5,1743
"ADJP(NN,S)",5,1744
"NP(NP,CONJP,VP)",5,1745
"NP(NN,NFP,NN)",5,1746
"ADJP(NN,RB,JJ)",5,1747
"S(NP,PP,PP)",5,1748
"VP(VBP,RB,ADVP)",5,1749
"VP(VBD,UCP)",5,1750
"NML(NN,CC,NML)",5,1751
"ADVP(RBS,RB,JJ)",5,1752
"VP(VB,WHADVP)",5,1753
"NP(JJ,SBAR)",5,1754
"ADJP(NNS,HYPH,JJ)",5,1755
"ADJP(JJR,IN,JJ)",5,1756
"S(FRAG,NP,VP)",5,1757
"FRAG(ADVP,ADJP)",5,1758
"SBAR(IN,IN,NP)",5,1759
"NML(NNS,NN)",5,1760
"VP(VBG,CC,VP)",5,1761
"NP(CD,DT,NN)",5,1762
"VP(VBP,SBAR,PP)",5,1763
"NP(RB,NNP,POS)",5,1764
"S(S,CC,SBARQ)",5,1765
"SINV(PP,VP,ADJP)",5,1766
"ADVP(RB,S)",5,1767
"VP(VB,CONJP,S)",5,1768
"NP(NP,PRP)",5,1769
"VP(UH,S)",5,1770
"VP(VBG,NP,ADJP)",5,1771
"VP(VBP,PRN)",5,1772
"FRAG(CC,NP,VP)",5,1773
"SBAR(ADVP,IN,NP)",5,1774
"FRAG(RB,NP)",5,1775
"FRAG(WHNP,PP)",5,1776
"S(VP,CC,S)",5,1777
"NP(DT,JJ,S)",5,1778
"NML(JJ,JJ,NN)",5,1779
"ADJP(FW,NP)",5,1780
"NP(ADJP,NN,SBAR)",5,1781
"ADVP(JJ,CC,JJ)",5,1782
"UCP(ADJP,CC,NML)",5,1783
"NP(NP,NP,NNS)",5,1784
"VP(TO,ADJP)",5,1785
"ADJP(ADJP,CONJP)",5,1786
"S(NP,NP,PP)",5,1787
"VP(VBD,SBAR,S)",5,1788
"S(NP,NN,VP)",5,1789
"NP(WP$,NN)",5,1790
"ADVP(ADVP,IN,PP)",5,1791
"ADJP(PRP,HYPH,JJ)",5,1792
"WHNP(WP,JJ)",5,1793
"NP(DT,JJ,PRP)",5,1794
"NP(ADJP,VP)",5,1795
"NP(PRP$,NML,NNP)",5,1796
"NP(NP,JJS,NNS)",5,1797
"ADJP(ADVP,NP)",5,1798
"VP(VBZ,CONJP,NP)",5,1799
"NP(NP,DT,NN)",5,1800
"VP(VP,VP,S)",5,1801
"ADVP(NP,PP)",5,1802
"ADJP(RBS,RB,JJ)",5,1803
"VP(VP,NP,PP)",5,1804
"VP(VP,CONJP)",5,1805
"NP(IN,NNS)",5,1806
"NP(NN,NN,SBAR)",5,1807
"PP(RB,NP)",5,1808
"VP(VBZ,SBAR,PP)",5,1809
"VP(VBP,RB,SBAR)",5,1810
"VP(VBG,ADVP,ADVP)",5,1811
"VP(VBD,RB,ADVP)",5,1812
"NP(NP,AFX)",5,1813
"VP(VB,PRN)",5,1814
"NP(CD,HYPH,CD)",5,1815
"NP(NP,POS,NNS)",5,1816
"NP(NN,CC,VBG)",5,1817
"PRN(S,CC,S)",5,1818
"SINV(MD,NP)",5,1819
"VP(RB,VBG,NP)",5,1820
"NP(NNP,IN,NNP)",5,1821
"VP(VBZ,CC,ADVP)",5,1822
"FRAG(CC,ADVP,PP)",5,1823
"NP(PRP,PRP)",5,1824
"NP(SBAR,CC,NP)",5,1825
"ADJP(ADJP,PRN)",5,1826
"NP(NP,SBAR,VP)",5,1827
"NP(JJ,DT,NN)",5,1828
"VP(VBD,RB,S)",5,1829
"NP(NNP,CC,PRP)",5,1830
"NML(NNS,CC,NN)",5,1831
"ADJP(FW,FW,NP)",5,1832
"NP(ADVP,NP,NP)",5,1833
"NML(NNP,HYPH,NNS)",5,1834
"VP(TO,NN)",5,1835
"NP(NP,IN)",5,1836
"VP(ADVP,JJ,PP)",5,1837
"PP(IN,JJS)",5,1838
"ADJP(NP,CC,ADJP)",5,1839
"ADJP(NNP,HYPH,VBG)",5,1840
"WHPP(IN,WHPP)",5,1841
"NP(WDT,NNS)",5,1842
"NP(ADJP,NNS,S)",5,1843
"S(ADJP,ADJP)",5,1844
"VP(VBZ,SBAR,ADJP)",5,1845
"NP(NNP,CC,NP)",5,1846
"VP(MD,PP,S)",5,1847
"SBAR(SBAR,CC,WHNP)",5,1848
"PP(PP,CONJP,VP)",5,1849
"NML(NML,FW)",5,1850
"S(S,SBAR,VP)",5,1851
"NP(CD,VBN,NNS)",5,1852
"QP(RB,DT,NN)",5,1853
"VP(PP,VBZ,VP)",5,1854
"NP(NP,ADVP,ADJP)",5,1855
"NP(NN,LS)",5,1856
"PP(PP,CONJP)",5,1857
"S(ADVP,VP,NP)",5,1858
"NP(QP,NN,NNS)",5,1859
"ADJP(ADVP,CC,ADJP)",5,1860
"ADJP(NP,FW)",5,1861
"VP(FW,NP,S)",5,1862
"PP(IN,CC,ADJP)",5,1863
"NP(RB,DT,JJS)",5,1864
"NP(NNS,NN,NN)",5,1865
"ADJP(ADJP,ADJP,PP)",5,1866
"ADJP(VBN,HYPH,RP)",5,1867
"NP(NFP,NNP)",5,1868
"NP(QP,ADJP,NN)",5,1869
"SBAR(SBAR,PP,VP)",5,1870
"PP(PP,CC,S)",5,1871
"NP(DT,JJ,FW)",5,1872
"NP(NN,NNS,NNS)",5,1873
"ADVP(RB,RB,IN)",5,1874
"NP(DT,NN,VB)",5,1875
"VP(PP,VB,NP)",5,1876
"S(S,S,NP)",5,1877
"PP(VBG,S)",5,1878
"NP(NN,NFP)",5,1879
"NP(JJ,JJR)",5,1880
"VP(VB,SBAR,NP)",5,1881
"NP(JJ,VBN,NN)",5,1882
"NP(VP,NN)",5,1883
"SBARQ(WHADVP,ADVP,SQ)",5,1884
"NP(NNP,LS)",5,1885
"ADVP(RBR,CC,JJR)",5,1886
"SBAR(WHNP,S,S)",5,1887
"WHNP(ADVP,SBAR)",5,1888
"SBAR(ADVP,WHNP,S)",5,1889
"NP(PRP$,NNP,NNPS)",5,1890
"ADJP(RB,PP)",5,1891
"NP(NP,ADJP,S)",5,1892
"NP(ADVP,S)",5,1893
"VP(VP,ADJP)",5,1894
"VP(JJ,NP)",5,1895
"WHNP(WHADVP,NNS)",5,1896
"S(NP,SQ)",5,1897
"NP(ADVP,FW)",5,1898
"PRN(S,CC,NP)",5,1899
"NP(PP,NP)",5,1900
"NP(DT,NN,QP)",5,1901
"PP(IN,VBZ)",5,1902
"NP(ADJP,NP,NP)",5,1903
"S(PP,PP)",5,1904
"SBAR(SBAR,PP)",5,1905
"NP(DT,JJ,RB)",5,1906
"NP(NNP,SYM)",5,1907
"NP(FW,NML,FW)",5,1908
"ADJP(RBR,RB,VBN)",5,1909
"VP(NN,HYPH,NP)",5,1910
"S(NP,INTJ,VP)",4,1911
"NP(NNP,NML,NN)",4,1912
"WHADVP(WRB,JJS)",4,1913
"WHNP(IN,NN)",4,1914
"NP(CC,VP)",4,1915
"NP(CD,JJR,NNS)",4,1916
"S(PP,ADJP,VP)",4,1917
"NP(NN,HYPH,NNP)",4,1918
"VP(VBZ,PRT,ADVP)",4,1919
"FRAG(NP,NP,VP)",4,1920
"ADVP(JJ,CC,RB)",4,1921
"NP(NP,ADJP,ADJP)",4,1922
"NP(NNP,NNP,NNS)",4,1923
"NP(NN,HYPH,RB)",4,1924
"NP(NNP,NNPS,NNP)",4,1925
"S(RB,ADJP)",4,1926
"NP(DT,JJ,SBAR)",4,1927
"NP(NN,VBN,NNS)",4,1928
"NP(QP,CD,NNS)",4,1929
"SBAR(S,S)",4,1930
"SQ(VBZ,ADJP)",4,1931
"NP(DT,JJR,NNP)",4,1932
"NP(FW,IN,NNS)",4,1933
"FRAG(SBAR,NP)",4,1934
"NP(NNP,UH)",4,1935
"S(NP,VP,NP)",4,1936
"NP(NN,HYPH,VBN)",4,1937
"S(S,CC,ADVP)",4,1938
"SQ(VBP,NP,S)",4,1939
"QP(JJR,IN,DT)",4,1940
"NP(DT,FW,NN)",4,1941
"NP(VB,NNS)",4,1942
"PP(TO,S)",4,1943
"ADJP(JJ,VBN,PP)",4,1944
"VP(VB,INTJ,NP)",4,1945
"NML(NNP,FW)",4,1946
"FRAG(NP,ADJP)",4,1947
"FRAG(ADVP,NP,VP)",4,1948
"VP(JJ,ADVP,PP)",4,1949
"PP(ADVP,PP,PP)",4,1950
"VP(VBZ,PRN,VP)",4,1951
"SBAR(NN,S)",4,1952
"VP(VP,NP,NP)",4,1953
"NP(DT,VB)",4,1954
"PRN(S,CC,ADVP)",4,1955
"VP(VBP,PRN,VP)",4,1956
"SBAR(S,CC,SBAR)",4,1957
"NP(NNP,HYPH,RB)",4,1958
"ADJP(FW,PP)",4,1959
"ADJP(RBR,VBG)",4,1960
"ADJP(JJ,CC,PDT)",4,1961
"VP(MD,ADVP,NP)",4,1962
"NP(PRP$,NN,RB)",4,1963
"NP(JJ,S)",4,1964
"SBARQ(NP,SQ)",4,1965
"NP(FW,S)",4,1966
"NP(NN,ADVP)",4,1967
"NP(NP,POS)",4,1968
"VP(VBD,SBAR,NP)",4,1969
"PP(RB,IN,DT)",4,1970
"SBARQ(ADVP,WHNP,SQ)",4,1971
"SQ(SQ,CC,SQ)",4,1972
"ADJP(RB,S)",4,1973
"VP(VB,INTJ)",4,1974
"ADVP(RBR,IN)",4,1975
"INTJ(FW,FW,FW)",4,1976
"S(ADVP,ADJP,VP)",4,1977
"SBARQ(WHADVP,VP)",4,1978
"SBAR(CONJP,SBAR)",4,1979
"NP(NNP,DT,JJ)",4,1980
"NP(NML,NN,NNP)",4,1981
"NP(CC,PRP$,NNS)",4,1982
"WHNP(WP$,NN,NN)",4,1983
"S(PP,CC,S)",4,1984
"SINV(VB,S)",4,1985
"INTJ(NNP,NN)",4,1986
"NML(NN,CD)",4,1987
"NP(RB,DT,ADJP)",4,1988
"NP(NNPS,CC,NNS)",4,1989
"VP(NP,ADVP)",4,1990
"SBAR(NFP,S)",4,1991
"NP(JJ,VBZ)",4,1992
"NP(CC,ADJP,NN)",4,1993
"NML(VBG,NN)",4,1994
"VP(VP,NP,SBAR)",4,1995
"NML(JJ,CC,JJ)",4,1996
"ADVP(RB,CC,NN)",4,1997
"SQ(CC,SQ)",4,1998
"ADVP(RB,JJR,PP)",4,1999
"NP(NP,NNP,NNPS)",4,2000
"VP(FW,HYPH,ADJP)",4,2001
"VP(TO,PP)",4,2002
"NP(S,PP)",4,2003
"S(NP,PP,SBAR)",4,2004
"NP(JJ,NNS,FW)",4,2005
"NML(NML,NML,NML)",4,2006
"S(NP,SBAR,SBAR)",4,2007
"VP(VBD,ADJP,NP)",4,2008
"NP(VBN,NN,S)",4,2009
"NP(DT,IN)",4,2010
"S(S,PRN,NP)",4,2011
"PP(PP,CONJP,S)",4,2012
"NP(NML,NML,NN)",4,2013
"NP(IN,DT,NN)",4,2014
"NP(CD,NNP,NNP)",4,2015
"SINV(S,VP,NP)",4,2016
"NP(NNP,PRP$,NN)",4,2017
"NP(NP,CONJP,ADJP)",4,2018
"NP(DT,UH,NN)",4,2019
"WHPP(IN,WHNP,SQ)",4,2020
"SBAR(WHNP,NP,VP)",4,2021
"SBAR(IN,ADVP)",4,2022
"WHADVP(RB,WDT)",4,2023
"NP(DT,NN,PRP)",4,2024
"NP(JJ,NNS,SBAR)",4,2025
"NP(NNP,NNP,NP)",4,2026
"ADVP(NN,IN,NN)",4,2027
"ADJP(JJ,HYPH,RB)",4,2028
"VP(VBG,SBAR,PP)",4,2029
"NP(CD,NN,QP)",4,2030
"NP(IN,SBAR)",4,2031
"VP(VB,FRAG)",4,2032
"ADJP(NML,CC,ADJP)",4,2033
"S(RB,ADVP,VP)",4,2034
"SBAR(WHNP,SBARQ)",4,2035
"ADJP(ADVP,ADJP)",4,2036
"S(VP,S)",4,2037
"PRN(RB,S)",4,2038
"VP(NN,ADJP)",4,2039
"NP(PRP$,PRP$,NN)",4,2040
"PP(NP,IN,S)",4,2041
"VP(JJ,S)",4,2042
"NP(NNP,POS,NNS)",4,2043
"NP(RB,S)",4,2044
"ADVP(VB,JJ)",4,2045
"NP(DT,IN,NN)",4,2046
"S(SBAR,PRN)",4,2047
"S(S,ADVP)",4,2048
"NP(JJ,HYPH,NNP)",4,2049
"NP(LS,NN)",4,2050
"ADVP(CC,S)",4,2051
"NP(NNPS,NNS)",4,2052
"ADJP(ADJP,ADJP,VP)",4,2053
"NP(SBAR,NNS)",4,2054
"S(NP,PRN)",4,2055
"WHADVP(WRB,RB,JJ)",4,2056
"NP(NP,IN,S)",4,2057
"NP(DT,ADJP,NNPS)",4,2058
"PP(IN,PRN)",4,2059
"NP(NP,JJ,JJ)",4,2060
"VP(UH,NP)",4,2061
"PP(IN,X)",4,2062
"S(CC,VP,VP)",4,2063
"ADVP(FW,NP)",4,2064
"VP(NNS,VP)",4,2065
"NP(NN,FW,NN)",4,2066
"NP(JJ,ADJP)",4,2067
"NP(JJ,NNP,NN)",4,2068
"NP(ADVP,PRP$,NN)",4,2069
"ADJP(DT,HYPH,VBG)",4,2070
"NP(NP,WHADVP)",4,2071
"NP(NML,ADJP,NNS)",4,2072
"ADVP(RB,UH)",4,2073
"ADJP(RB,RB,PP)",4,2074
"VP(NN,HYPH,PP)",4,2075
"PP(IN,WHNP,SQ)",4,2076
"ADJP(NNP,NNP)",4,2077
"NP(NN,NNS,NN)",4,2078
"NP(NNP,SBAR)",4,2079
"VP(VP,RB,NP)",4,2080
"NP(VBG,CC,VBG)",4,2081
"NP(S,SBAR)",4,2082
"NP(NML,NNP,NNS)",4,2083
"NP(NP,CC,UCP)",4,2084
"NP(DT,UCP)",4,2085
"NP(NP,VBZ,NP)",4,2086
"ADVP(DT,RB,RB)",4,2087
"ADJP(ADJP,PP,NP)",4,2088
"VP(VP,S,S)",4,2089
"SQ(VBP,NP,PP)",4,2090
"NP(DT,JJ,JJS)",4,2091
"NML(NNPS,CC,NNP)",4,2092
"NP(CD,CC,JJ)",4,2093
"VP(VBG,PRT,S)",4,2094
"NP(VP,CC,NP)",4,2095
"VP(SYM,NP)",4,2096
"VP(VBZ,CC,NNS)",4,2097
"VP(NN,NN)",4,2098
"NP(CC,ADJP)",4,2099
"NP(QP,DT,NNS)",4,2100
"ADJP(ADJP,CONJP,VP)",4,2101
"VP(NNS,PP,PP)",4,2102
"VP(NN,CC,NP)",4,2103
"S(PP,VP,S)",4,2104
"VP(VBP,WHNP)",4,2105
"SBAR(PP,IN,S)",4,2106
"VP(NNS,NP,PP)",4,2107
"NP(ADVP,NP,SBAR)",4,2108
"NP(DT,NN,ADJP)",4,2109
"ADJP(RBS,HYPH,VBN)",4,2110
"NP(ADVP,NNP,NNP)",4,2111
"NML(NNS,CC,NNS)",4,2112
"NP(NP,SBAR,S)",4,2113
"VP(VBG,SBAR,SBAR)",4,2114
"NP(PRP$,JJ,NNPS)",4,2115
"NP(NNS,JJ,NN)",4,2116
"QP(JJ,CD)",4,2117
"S(NP,ADVP,ADVP)",4,2118
"VP(VBZ,NP,UCP)",4,2119
"ADJP(RB,CC,RB)",4,2120
"NML(NN,HYPH,VBG)",4,2121
"ADVP(ADVP,CC,ADVP)",4,2122
"VP(VBZ,CC,S)",4,2123
"ADJP(JJ,HYPH,PP)",4,2124
"INTJ(NN,NN)",4,2125
"NP(NN,HYPH,IN)",4,2126
"VP(VBG,CC,NP)",4,2127
"SQ(VBZ,NP,S)",4,2128
"VP(ADVP,VBG,SBAR)",4,2129
"ADJP(RB,CC,JJ)",4,2130
"VP(ADVP,VBG,S)",4,2131
"ADJP(RB,VBN,SBAR)",4,2132
"SBAR(WHPP,FRAG)",4,2133
"NP(ADJP,ADJP,NN)",4,2134
"NP(JJR,NN,NN)",4,2135
"NP(DT,JJS,JJ)",4,2136
"ADVP(RB,RBS,JJ)",4,2137
"PP(CC,NP)",4,2138
"NP(JJ,IN)",4,2139
"FRAG(RB,PP)",4,2140
"VP(VB,ADJP,VP)",4,2141
"SBAR(WHNP,PRN,S)",4,2142
"NP(VBG,NNP)",4,2143
"NP(JJ,NN,VBG)",4,2144
"VP(VBG,WHNP)",4,2145
"PP(IN,ADVP,VP)",4,2146
"NP(NML,NP)",4,2147
"VP(VBN,VBN,VBN)",4,2148
"NP(JJ,DT)",4,2149
"VP(VBP,S,ADVP)",4,2150
"SBAR(IN,SBARQ)",4,2151
"VP(TO,HYPH,VP)",4,2152
"ADJP(DT,CC,DT)",4,2153
"SBARQ(SBAR,SQ)",4,2154
"VP(VB,VB)",4,2155
"ADJP(ADJP,NNS)",4,2156
"VP(VBG,HYPH,VP)",4,2157
"VP(VBD,CC,NP)",4,2158
"NP(PDT,DT,JJR)",4,2159
"S(UCP,NP,VP)",4,2160
"CONJP(RB,IN,PP)",4,2161
"ADJP(NN,JJ,PP)",4,2162
