phrase,count,rank
"NP(NP,RB,RB)",2,3554
"NP(NP,CC,VB)",2,3555
"SINV(CC,VBP,NP)",2,3556
"S(SBAR,NP,SBAR)",2,3557
"NP(DT,JJS,RP)",2,3558
"PP(ADVP,VBG,NP)",2,3559
"NP(LS,CC,NN)",2,3560
"ADJP(NP,RB,JJ)",2,3561
"ADVP(JJR,RP)",2,3562
"QP(CD,CC,DT)",2,3563
"ADVP(RB,VBN,S)",2,3564
"VP(VBD,SBAR,PP)",2,3565
"VP(VP,HYPH,VP)",2,3566
"PP(PP,IN,S)",2,3567
"SBARQ(SBAR,VP)",2,3568
"S(VP,SBARQ)",1,3569
"NP(NP,SYM,UH)",1,3570
"NP(S,NN,SBAR)",1,3571
"PP(IN,VBZ,NP)",1,3572
"NP(NNP,VBP)",1,3573
"ADJP(JJ,TO)",1,3574
"NP(DT,NNP,VB)",1,3575
"NML(NN,PRP)",1,3576
"SBARQ(CC,SBAR,SQ)",1,3577
"ADJP(JJ,PP,ADJP)",1,3578
"NP(JJ,NML,ADJP)",1,3579
"NP(NML,NN,VBZ)",1,3580
"VP(VB,PRT,CONJP)",1,3581
"VP(VBZ,CC,SBAR)",1,3582
"NP(NN,WDT)",1,3583
"NP(VBN,NNP,POS)",1,3584
"NP(DT,JJS,ADJP)",1,3585
"NP(PRP,NNP,POS)",1,3586
"NP(NNS,CC,RB)",1,3587
"NP(VP,CC,S)",1,3588
"S(DT,NN,NN)",1,3589
"VP(TO,NP,SBAR)",1,3590
"NML(NP,CC,NP)",1,3591
"S(UCP,NP)",1,3592
"ADVP(PDT,RB)",1,3593
"ADJP(CC,NP)",1,3594
"VP(NNS,NP,ADVP)",1,3595
"NP(NP,NNP,VBG)",1,3596
"NML(NNS,IN)",1,3597
"UCP(ADVP,CC,VP)",1,3598
"VP(RB,ADVP,VP)",1,3599
"PP(IN,SBAR,WHNP)",1,3600
"VP(FW,FW,ADJP)",1,3601
"NP(ADVP,PRP$,JJ)",1,3602
"NP(PDT,DT,CD)",1,3603
"NP(ADJP,VBG,IN)",1,3604
"NP(CC,NML,NN)",1,3605
"ADJP(NN,HYPH,CC)",1,3606
"SINV(VB,S,PP)",1,3607
"NP(NP,HYPH,VBN)",1,3608
"SBAR(SBAR,IN,SBAR)",1,3609
"PRN(S,NNP)",1,3610
"S(ADVP,ADVP,S)",1,3611
"NP(PRP,DT,NNP)",1,3612
"ADJP(DT,ADJP)",1,3613
"ADJP(NN,CC,DT)",1,3614
"NP(NFP,NNP,NNP)",1,3615
"ADJP(NP,FW,NP)",1,3616
"PP(JJ,SBAR)",1,3617
"QP(CC,IN,CD)",1,3618
"VP(POS,NN,ADVP)",1,3619
"VP(VBN,HYPH,NN)",1,3620
"NP(NN,HYPH,PRP)",1,3621
"NP(JJ,NN,PRP)",1,3622
"S(NP,FW)",1,3623
"PP(IN,CC,ADVP)",1,3624
"WHADJP(WRB,RB,JJR)",1,3625
"PRN(S,UH)",1,3626
"PP(PP,PP,SBAR)",1,3627
"NP(JJR,NNS,POS)",1,3628
"NP(ADJP,NP,SBAR)",1,3629
"NP(ADVP,NP,NNS)",1,3630
"VP(VBG,PP,UCP)",1,3631
"SBAR(IN,PRN)",1,3632
"NP(PRP$,FW)",1,3633
"ADVP(RB,RB,WRB)",1,3634
"PP(IN,S,CC)",1,3635
"VP(FW,NP,X)",1,3636
"NP(NNP,HYPH,IN)",1,3637
"NP(FW,FW,JJ)",1,3638
"NP(ADJP,VB,SBAR)",1,3639
"NML(RB,HYPH,NNS)",1,3640
"NP(NN,PRP$,NNS)",1,3641
"VP(POS,NP,S)",1,3642
"NP(JJ,HYPH,JJ)",1,3643
"NP(NNS,CC,VB)",1,3644
"NP(ADJP,FW,NNP)",1,3645
"SBAR(CC,RB,S)",1,3646
"SBAR(IN,ADVP,NP)",1,3647
"UCP(VBN,CC,JJ)",1,3648
"VP(VBD,CC,VBN)",1,3649
"VP(VBZ,RB,CD)",1,3650
"ADVP(RBR,IN,PP)",1,3651
"NP(VP,NN,NP)",1,3652
"ADJP(RB,JJ,ADJP)",1,3653
"VP(VB,SBAR,NN)",1,3654
"WHNP(CONJP,WHPP)",1,3655
"WHNP(WHADJP,JJ,NN)",1,3656
"NP(FW,DT,NNS)",1,3657
"S(SQ,SQ)",1,3658
"NP(PRN,JJ,NNS)",1,3659
"VP(VB,VB,NN)",1,3660
"S(ADJP,PRN,PP)",1,3661
"NP(SBAR,VP)",1,3662
"ADVP(UH,CC,UH)",1,3663
"VP(VBZ,ADJP,WHADVP)",1,3664
"VP(VBD,VBZ,ADVP)",1,3665
"VP(VBD,CC,VBZ)",1,3666
"ADJP(DT,RB,JJ)",1,3667
"NP(RB,NNS,NNS)",1,3668
"FRAG(S,NP,NP)",1,3669
"NP(JJR,ADJP,NNS)",1,3670
"ADJP(QP,RBR,JJ)",1,3671
"NP(DT,UH,NNS)",1,3672
"VP(TO,INTJ)",1,3673
"NP(EX,JJ,NN)",1,3674
"NP(RB,IN)",1,3675
"SQ(VBZ,SBAR,VP)",1,3676
"NP(DT,VBG,IN)",1,3677
"NP(ADJP,NN,S)",1,3678
"FRAG(NP,CONJP,SBAR)",1,3679
"ADVP(RP,CC,IN)",1,3680
"S(VP,PP,PP)",1,3681
"FRAG(INTJ,NP,ADVP)",1,3682
"S(ADJP,FW,FW)",1,3683
"NP(LS,UCP,ADJP)",1,3684
"NP(NP,NNP,PRP)",1,3685
"UCP(NP,CC,NN)",1,3686
"SBARQ(WHADVP,SQ,S)",1,3687
"ADJP(JJ,VBN,ADJP)",1,3688
"QP(CD,NNS)",1,3689
"NP(FW,NP,NP)",1,3690
"NP(NNS,NNP,NNP)",1,3691
"NP(DT,ADJP,CD)",1,3692
"WHNP(IN,VBP)",1,3693
"SBAR(SBAR,WHNP,VP)",1,3694
"NP(NP,CC,VBP)",1,3695
"INTJ(VBP,CC,FW)",1,3696
"SINV(PP,SINV)",1,3697
"ADJP(JJ,CC,SBAR)",1,3698
"ADVP(ADVP,DT,JJ)",1,3699
"PP(PP,IN,JJS)",1,3700
"WHADVP(WRB,CC,NN)",1,3701
"S(PP,SINV)",1,3702
"ADVP(IN,IN)",1,3703
"FRAG(SBAR,S)",1,3704
"WHNP(WDT,ADJP)",1,3705
"NP(ADJP,RB,NN)",1,3706
"ADJP(RB,VBG,NN)",1,3707
"PP(JJ,IN,SQ)",1,3708
"SBARQ(CC,SBAR,VP)",1,3709
"NML(NNP,CC,NML)",1,3710
"VP(VBP,NP,SBARQ)",1,3711
"ADJP(ADVP,HYPH,VBN)",1,3712
"ADVP(RB,HYPH,NN)",1,3713
"NML(NNP,NNP,CD)",1,3714
"NP(DT,CD,CD)",1,3715
"NP(FW,PRP)",1,3716
"VP(NN,S,S)",1,3717
"NP(ADJP,CC,JJ)",1,3718
"S(ADVP,WHNP,VP)",1,3719
"NP(PRP$,NNS,SBARQ)",1,3720
"WHADVP(WRB,RB,JJR)",1,3721
"NP(RB,PRP$,ADJP)",1,3722
"NP(WRB,HYPH,NNS)",1,3723
"WHNP(WP,NNS)",1,3724
"VP(VBZ,NN)",1,3725
"SBAR(IN,RB,NP)",1,3726
"ADVP(RB,ADVP,SBAR)",1,3727
"NP(ADVP,ADJP)",1,3728
"NP(NNS,NML,NNS)",1,3729
"FRAG(ADVP,PP,NP)",1,3730
"NP(NN,WHADVP,NN)",1,3731
"ADJP(RBR,JJR)",1,3732
"NP(NP,LS,NN)",1,3733
"WHNP(WDT,NML,NN)",1,3734
"NP(JJ,NN,FW)",1,3735
"NP(VB,S)",1,3736
"ADJP(JJ,CC,NP)",1,3737
"NP(PDT,NP,NN)",1,3738
"ADVP(ADVP,PRN,SBAR)",1,3739
"WHNP(WHPP,JJ)",1,3740
"PP(PP,ADVP,VP)",1,3741
"SINV(VP,PP)",1,3742
"NP(VBN,NNS,NN)",1,3743
"SBAR(IN,PP,NP)",1,3744
"VP(VBN,NNS,NNS)",1,3745
"NML(FW,HYPH,NN)",1,3746
"FRAG(CC,NP,NN)",1,3747
"NML(DT,NML)",1,3748
"UCP(ADJP,CONJP)",1,3749
"NP(VP,S)",1,3750
"ADVP(DT,JJ)",1,3751
"FRAG(PP,SQ)",1,3752
"S(WHNP,SBAR)",1,3753
"VP(VB,UCP,NP)",1,3754
"NP(NN,QP,DT)",1,3755
"SBAR(IN,PRP$,S)",1,3756
"NP(RB,HYPH,NNP)",1,3757
"ADJP(ADJP,NP,PP)",1,3758
"WHADVP(WRB,RB,RB)",1,3759
"VP(VB,NNP,SBAR)",1,3760
"NML(NP,PP,PP)",1,3761
"NP(PRP$,VBD,NNP)",1,3762
"PP(VBG,HYPH,NP)",1,3763
"ADVP(RB,CC,VBG)",1,3764
"PP(IN,NFP,NFP)",1,3765
"ADJP(DT,JJR,S)",1,3766
"NP(INTJ,SBAR)",1,3767
"ADVP(IN,RB,RB)",1,3768
"NML(NFP,NN)",1,3769
"VP(VBZ,SYM,NP)",1,3770
"LST(DT,NN)",1,3771
"ADVP(RP,HYPH,NN)",1,3772
"ADVP(ADJP,SBAR)",1,3773
"SINV(IN,VP,S)",1,3774
"ADJP(ADJP,JJ,NNS)",1,3775
"VP(VP,PRN,NP)",1,3776
"FRAG(LST,ADVP,VP)",1,3777
"S(SBAR,S,NP)",1,3778
"VP(VBZ,HYPH,ADVP)",1,3779
"ADVP(RB,WDT)",1,3780
"S(IN,VP)",1,3781
"S(CC,NP,ADJP)",1,3782
"VP(VB,VBG,NP)",1,3783
"FRAG(ADVP,NP,S)",1,3784
"VP(VBN,CC,ADJP)",1,3785
"VP(VBG,VBG,FW)",1,3786
"NP(IN,HYPH,NNP)",1,3787
"NML(DT,SYM,NN)",1,3788
"ADJP(NNP,UH)",1,3789
"NML(NML,NP)",1,3790
"SBARQ(ADVP,INTJ)",1,3791
"FRAG(INTJ,INTJ,NP)",1,3792
"VP(VBN,INTJ,SBAR)",1,3793
"NP(CC,NML,NNS)",1,3794
"ADJP(VBN,PRT,NP)",1,3795
"ADJP(ADJP,CC,NNS)",1,3796
"ADJP(VBN,CC,NP)",1,3797
"NP(UH,HYPH,PRP)",1,3798
"NP(NNS,NNS,NNS)",1,3799
"ADVP(RB,EX)",1,3800
"VP(VBP,MD,ADVP)",1,3801
"ADVP(ADJP,RB)",1,3802
"NP(ADVP,FW,NP)",1,3803
"VP(VBG,ADJP,NN)",1,3804
"S(LST,ADVP)",1,3805
"ADJP(NN,HYPH,VB)",1,3806
"FRAG(CC,NP,PP)",1,3807
"NP(CONJP,PP)",1,3808
"VP(VBN,HYPH,PP)",1,3809
"NP(DT,NN,HYPH)",1,3810
"VP(VP,SYM,NP)",1,3811
"NP(NN,ADJP,PP)",1,3812
"NML(JJ,NML)",1,3813
"VP(VB,MD,PP)",1,3814
"WHNP(IN,NNP)",1,3815
"NP(ADJP,CC,S)",1,3816
"ADJP(RB,ADVP,VBN)",1,3817
"S(WHNP,S)",1,3818
"SBAR(SBAR,S,S)",1,3819
"S(S,NN)",1,3820
"NP(NML,NNP,NNPS)",1,3821
"NP(JJ,SBAR,S)",1,3822
"NP(PRP$,VBG,NML)",1,3823
"ADJP(JJ,RB,DT)",1,3824
"VP(IN,IN,SBAR)",1,3825
"VP(VB,WHPP,PP)",1,3826
"PP(IN,IN,FRAG)",1,3827
"VP(VP,SBAR,SBAR)",1,3828
"VP(RB,HYPH,VBG)",1,3829
"S(CC,SBAR,PP)",1,3830
"WHNP(WHNP,CC,S)",1,3831
"VP(VBN,PP,NN)",1,3832
"ADJP(NN,HYPH,FW)",1,3833
"NP(VB,PRT)",1,3834
"NP(QP,WDT)",1,3835
"VP(VB,NP,INTJ)",1,3836
"PRT(IN,NP)",1,3837
"VP(NN,SBAR,SBAR)",1,3838
"ADJP(VBN,ADVP,PP)",1,3839
"NP(DT,WHPP)",1,3840
"WHPP(JJ,WHPP)",1,3841
"PRN(CC,MD)",1,3842
"NP(ADVP,ADVP,PP)",1,3843
"NP(NP,ADVP,RB)",1,3844
"VP(PP,CC,NP)",1,3845
"NP(AFX,JJ,NN)",1,3846
"ADJP(ADJP,PRN,S)",1,3847
"QP(CD,HYPH,JJ)",1,3848
"VP(ADVP,VB,ADJP)",1,3849
"VP(VBG,PP,POS)",1,3850
"S(NP,RB,NP)",1,3851
"S(PRN,NP)",1,3852
"ADJP(ADVP,DT)",1,3853
"NP(NP,S,VP)",1,3854
"NP(CD,NN,S)",1,3855
"NP(NP,NML,ADJP)",1,3856
"S(SBAR,ADVP)",1,3857
"NP(ADJP,NNS,NP)",1,3858
"PRN(NN,NN)",1,3859
"S(FRAG,NP,NP)",1,3860
"SBARQ(WHNP,INTJ,SQ)",1,3861
"PRN(S,PP,VP)",1,3862
"NML(S,HYPH,NML)",1,3863
"VP(VBN,NP,ADJP)",1,3864
"NP(CC,S,NNS)",1,3865
"VP(VBD,CC,JJ)",1,3866
"NP(NP,S,NNS)",1,3867
"NML(NN,HYPH,FW)",1,3868
"VP(MD,FW,NP)",1,3869
"FRAG(INTJ,NP,INTJ)",1,3870
"SBAR(WHADVP,IN,S)",1,3871
"NP(FRAG,NP,NP)",1,3872
"ADJP(UH,SBAR)",1,3873
"NP(PRP,NNP,FW)",1,3874
"PP(PP,UH,PP)",1,3875
"ADJP(CC,ADJP,DT)",1,3876
"PP(ADVP,RP,SBAR)",1,3877
"VP(VP,VP,ADVP)",1,3878
"NP(AFX,CC,FW)",1,3879
"NP(NP,VB,NNP)",1,3880
"VP(ADVP,VBZ,NP)",1,3881
"ADJP(JJ,HYPH,NNP)",1,3882
"S(ADJP,ADVP,SBAR)",1,3883
"VP(NN,HYPH,ADVP)",1,3884
"VP(VBG,CC,NML)",1,3885
"ADVP(RB,RBS)",1,3886
"ADVP(WHADVP,RB)",1,3887
"ADJP(NNP,CC,JJ)",1,3888
"NP(CD,CC,ADJP)",1,3889
"NP(PP,NP,NP)",1,3890
"LST(DT,SYM)",1,3891
"ADJP(RB,JJ,JJ)",1,3892
"ADVP(RB,CD)",1,3893
"WHNP(WHNP,WP)",1,3894
"PRN(FW,PRN)",1,3895
"NP(RB,DT,PP)",1,3896
"ADVP(ADVP,CONJP,NP)",1,3897
"VP(SBAR,VP)",1,3898
"VP(VBD,VP,NP)",1,3899
"NP(RBR,ADVP)",1,3900
"ADVP(IN,IN,NN)",1,3901
"PP(NN,NP)",1,3902
"WHADVP(WRB,VBN)",1,3903
"VP(NN,NN,NN)",1,3904
"VP(ADJP,ADVP,PP)",1,3905
"VP(ADVP,NN,S)",1,3906
"NP(ADVP,NN,VBN)",1,3907
"VP(VBP,HYPH,VBP)",1,3908
"VP(PP,CC,S)",1,3909
"SBARQ(SBARQ,WHNP,SQ)",1,3910
"WHADVP(IN,S)",1,3911
"RRC(ADVP,PP)",1,3912
"NP(DT,HYPH,VBN)",1,3913
"S(S,NP,ADVP)",1,3914
"ADJP(RBR,NP)",1,3915
"UCP(NP,SBAR)",1,3916
"PP(VBG,PP,PP)",1,3917
"NP(JJ,NN,VP)",1,3918
"ADJP(ADJP,JJ,NN)",1,3919
"NP(RB,INTJ,NP)",1,3920
"S(SBAR,VP,SQ)",1,3921
"WHNP(WP$,NN,PP)",1,3922
"ADJP(VBN,HYPH,NN)",1,3923
"S(ADVP,PP,PP)",1,3924
"VP(VB,NFP,PP)",1,3925
"SBAR(SBAR,WHNP,SQ)",1,3926
"ADJP(IN,NP)",1,3927
"WHADVP(WRB,CC,SBAR)",1,3928
"VP(VBN,PP,FW)",1,3929
"NML(NN,NN,POS)",1,3930
"S(VP,NP,PP)",1,3931
"VP(VBN,NP,VP)",1,3932
"QP(JJR,CC,RBR)",1,3933
"ADJP(VP,SBAR)",1,3934
"NP(PRP,POS,NNP)",1,3935
"ADJP(ADJP,ADJP,NP)",1,3936
"PP(RB,IN,SBAR)",1,3937
"WHNP(WHNP,CC,PP)",1,3938
"NP(VB,NNS,NN)",1,3939
"NP(JJ,NNS,JJ)",1,3940
"UCP(PP,CC,UCP)",1,3941
"VP(ADJP,VBP,S)",1,3942
"NP(QP,JJR,NNS)",1,3943
"VP(PRP,NP,SBAR)",1,3944
"VP(VBN,CC,PP)",1,3945
"VP(VBP,ADVP,JJ)",1,3946
"PRN(CC,PP)",1,3947
"ADVP(NN,NNS)",1,3948
"PP(IN,NN,PP)",1,3949
"S(NP,PRN,NP)",1,3950
"NP(NNP,JJS,NN)",1,3951
"NP(PDT,DT,IN)",1,3952
"NP(NP,NML,NP)",1,3953
"NML(HYPH,RB)",1,3954
"UCP(PP,CC,RB)",1,3955
"ADJP(RB,IN,NP)",1,3956
"CONJP(RB,IN,CD)",1,3957
"ADJP(ADVP,PP,PP)",1,3958
"NML(NNP,HYPH,DT)",1,3959
"NP(NML,CD,NN)",1,3960
"VP(VBP,RB,WHNP)",1,3961
"VP(VBP,RB,FRAG)",1,3962
"SBAR(WHNP,WHPP,NP)",1,3963
"VP(MD,UCP,S)",1,3964
"NP(JJ,NN,CD)",1,3965
"VP(NN,ADVP,S)",1,3966
"NP(UCP,JJ,NNS)",1,3967
"NML(NP,HYPH,VBG)",1,3968
"FRAG(PP,INTJ)",1,3969
"VP(VB,SYM,VP)",1,3970
"VP(VP,PRN,VP)",1,3971
"PP(PP,PP,VP)",1,3972
"SBAR(WDT,NP,VP)",1,3973
"PRN(VBP,ADJP)",1,3974
"ADVP(ADVP,PRP$,JJ)",1,3975
"S(PP,SBAR,NP)",1,3976
"NP(DT,JJ,VP)",1,3977
"SBAR(SBAR,LS,S)",1,3978
"NP(VBN,VBP)",1,3979
"S(SBAR,PP,SQ)",1,3980
"S(NP,PP,NP)",1,3981
"ADJP(JJ,HYPH,S)",1,3982
"PP(PP,ADVP,NP)",1,3983
"PRN(S,RB,PP)",1,3984
"FRAG(S,WHADVP,SQ)",1,3985
"ADVP(ADVP,ADJP,NNS)",1,3986
"NP(NN,CC,NNPS)",1,3987
"NP(NP,CC,QP)",1,3988
"NP(DT,HYPH,NNP)",1,3989
"S(NP,NN,NP)",1,3990
"SBAR(PP,PP,VP)",1,3991
"ADVP(RB,JJ,NN)",1,3992
"NP(NNP,HYPH,VB)",1,3993
"ADVP(VB,RB)",1,3994
"VP(VBN,CC,S)",1,3995
"NML(NNP,CC,PRP$)",1,3996
"PP(ADVP,CC,SBAR)",1,3997
"VP(VBP,VP,S)",1,3998
"PP(VBG,SBAR,VP)",1,3999
"NML(ADJP,HYPH,NN)",1,4000
"VP(ADVP,VBD,VP)",1,4001
"NP(CD,FW,FW)",1,4002
"FRAG(LST,NP,NP)",1,4003
"NP(MD,CC,NN)",1,4004
"SQ(LST,SQ)",1,4005
"FRAG(CC,ADVP,SBARQ)",1,4006
"VP(CC,VBN,SBAR)",1,4007
"S(ADVP,NNS,VP)",1,4008
"ADJP(ADJP,PP,VP)",1,4009
"VP(VBP,NP,FW)",1,4010
"ADJP(DT,JJ,JJR)",1,4011
"NP(NNP,FW,UH)",1,4012
"SBAR(WP,S)",1,4013
"ADJP(ADVP,RB,VBN)",1,4014
"VP(CC,RB,VP)",1,4015
"VP(RB,JJ,PP)",1,4016
"NP(VBG,ADJP,NN)",1,4017
"ADJP(JJS,IN,S)",1,4018
"NP(NP,VBN,NNP)",1,4019
"S(NP,CC,NP)",1,4020
"NP(DT,JJ,VBD)",1,4021
"NP(NP,FW,VBG)",1,4022
"SBAR(IN,RB,UCP)",1,4023
"NP(DT,IN,IN)",1,4024
"VP(VBP,SBAR,ADVP)",1,4025
"FRAG(LST,PP,NP)",1,4026
"NP(RB,NML)",1,4027
"ADJP(NML,FW)",1,4028
"NP(ADJP,NML,FW)",1,4029
"NP(NNS,HYPH,JJ)",1,4030
"ADVP(RB,HYPH,VBG)",1,4031
"NP(CD,FW)",1,4032
"SBARQ(WHADVP,RB,FRAG)",1,4033
"PP(FW,ADJP)",1,4034
"S(S,INTJ,SBARQ)",1,4035
"ADVP(RP,CC,RP)",1,4036
"NP(PRP$,JJ,S)",1,4037
"PP(PP,CONJP,ADVP)",1,4038
"NP(FW,NNS,NNS)",1,4039
"ADJP(ADJP,SQ)",1,4040
"NP(NP,UCP,SBAR)",1,4041
"ADJP(ADJP,NP,VP)",1,4042
"VP(VBN,PP,IN)",1,4043
"ADJP(IN,HYPH,IN)",1,4044
"NP(NP,PP,IN)",1,4045
"S(S,CONJP,PP)",1,4046
"VP(VBN,HYPH,JJ)",1,4047
"NP(DT,NNS,VP)",1,4048
"NP(JJR,NML)",1,4049
"NP(NNP,ADVP,PP)",1,4050
"FRAG(NP,NP,S)",1,4051
"FRAG(NP,FW,S)",1,4052
"ADJP(NNP,NNP,NNP)",1,4053
"NP(UCP,JJ,NN)",1,4054
"NP(JJ,NNP,NNPS)",1,4055
"SBAR(PP,SQ)",1,4056
"PRN(NP,PP)",1,4057
"WHNP(WHPP,NN)",1,4058
"PP(IN,VBN)",1,4059
"NP(ADJP,NNP,NN)",1,4060
"VP(VB,HYPH,RB)",1,4061
"PP(ADVP,VBG,S)",1,4062
"S(SBAR,SQ)",1,4063
"SBAR(PP,PP,SQ)",1,4064
"S(CC,WHPP,SQ)",1,4065
"S(CC,WHADVP,SQ)",1,4066
"S(NP,CC,ADVP)",1,4067
"VP(ADJP,S)",1,4068
"NP(PP,DT,NN)",1,4069
"NP(FW,ADJP,NP)",1,4070
"NP(PRP$,NN,FW)",1,4071
"PP(PP,CONJP,SBAR)",1,4072
"SQ(ADVP,SQ)",1,4073
"SBAR(WHADVP,SBAR,VP)",1,4074
"WHNP(WDT,ADJP,NN)",1,4075
"NP(JJS,NML,NNS)",1,4076
"VP(VB,HYPH,WRB)",1,4077
"ADJP(JJ,NN,SBAR)",1,4078
"NP(NP,ADJP,FW)",1,4079
"VP(NP,PP,NP)",1,4080
"PRN(NP,NP,CD)",1,4081
"NP(ADVP,VBG,NN)",1,4082
"NP(NML,INTJ,LS)",1,4083
"S(ADVP,VBG,NNS)",1,4084
"NML(NNS,HYPH,VBZ)",1,4085
"WHNP(WHNP,PP,S)",1,4086
"VP(VBN,PP,SINV)",1,4087
"SBARQ(WHADVP,FRAG)",1,4088
"VP(ADJP,VBN,ADVP)",1,4089
"PP(PP,VP,NP)",1,4090
"S(SBAR,FW)",1,4091
"ADJP(PP,CC,ADJP)",1,4092
"WHADVP(RB,SBARQ)",1,4093
"VP(NNS,ADVP,ADJP)",1,4094
"NP(CD,NNS,QP)",1,4095
"NML(NN,NN,AFX)",1,4096
"NP(NN,NP,VP)",1,4097
"NP(NN,IN,FW)",1,4098
"NP(UH,RB,RB)",1,4099
"NML(JJ,NN,NNP)",1,4100
"NP(PDT,DT,DT)",1,4101
"VP(VBG,VP,S)",1,4102
"VP(VP,CC)",1,4103
"NP(FW,HYPH,NNS)",1,4104
"NML(NML,NML,NN)",1,4105
"NP(NP,CC,RRC)",1,4106
"NP(PRP,HYPH,JJ)",1,4107
"NP(NN,NFP,NFP)",1,4108
"VP(VB,FW,NN)",1,4109
"NP(DT,NML,NP)",1,4110
"NP(NNS,DT)",1,4111
"NML(NML,NN,NN)",1,4112
"NP(DT,ADJP,PRP)",1,4113
"ADVP(PDT,DT,NN)",1,4114
"NML(NN,HYPH,IN)",1,4115
"VP(VBN,ADJP,NNP)",1,4116
"NP(VB,NML,NNS)",1,4117
"PP(PP,S,S)",1,4118
"ADVP(JJ,NN,PP)",1,4119
"NP(ADJP,VB,NNS)",1,4120
"NP(IN,HYPH,NN)",1,4121
"ADVP(ADVP,SBAR,SBAR)",1,4122
"FRAG(NNP,NN)",1,4123
"NP(IN,NP,PP)",1,4124
"SBAR(IN,NN,NN)",1,4125
"VP(VB,ADJP,INTJ)",1,4126
"ADJP(RB,JJ,VBN)",1,4127
"S(NP,WHADVP,VP)",1,4128
"S(ADVP,NNP,VP)",1,4129
"NP(NP,HYPH,SBAR)",1,4130
"PRN(CC,VBP)",1,4131
"NP(FW,VB)",1,4132
"NP(INTJ,NP,VP)",1,4133
"SBAR(IN,CC,NNP)",1,4134
"ADJP(ADJP,CC,S)",1,4135
"VP(VBZ,CC,CC)",1,4136
"NP(NN,CC,SBAR)",1,4137
"VP(VBD,NP,PRN)",1,4138
"ADJP(ADVP,ADVP,VBN)",1,4139
"NP(DT,WHNP,PP)",1,4140
"NP(JJS,JJ,RB)",1,4141
"NP(NN,NN,LS)",1,4142
"UCP(NP,ADJP,ADJP)",1,4143
"VP(TO,MD,NP)",1,4144
"SINV(CC,SQ,S)",1,4145
"NML(DT,NML,NNP)",1,4146
"S(S,SYM)",1,4147
"S(NN,VP)",1,4148
"NML(NFP,NNP)",1,4149
"S(LS,SBAR)",1,4150
"NP(NFP,CC,NN)",1,4151
"NP(NN,JJ,VBG)",1,4152
"SBAR(SBAR,MD)",1,4153
"S(S,S,SQ)",1,4154
"ADJP(NNP,IN,NNP)",1,4155
"SBAR(NP,IN,NP)",1,4156
"S(PRN,ADVP,NN)",1,4157
"PRN(NP,CC,NP)",1,4158
"ADVP(RB,ADVP,PP)",1,4159
"S(CC,PP,PP)",1,4160
"WHADJP(WHNP,SQ)",1,4161
"NP(NNP,CD,UH)",1,4162
"VP(VB,WHADJP)",1,4163
"ADVP(DT,RBR,VBN)",1,4164
"S(ADVP,FW,ADJP)",1,4165
"NML(CC,NML)",1,4166
"NP(NML,NNS,NP)",1,4167
"ADJP(RB,VBG,PP)",1,4168
"VP(VBZ,PP,SYM)",1,4169
"S(NP,SYM)",1,4170
"WHNP(UH,FW)",1,4171
"PRN(SBAR,NN)",1,4172
"FRAG(LST,WHNP)",1,4173
"INTJ(NNP,WHADVP,NP)",1,4174
"WHADVP(UH,FW)",1,4175
"ADJP(DT,RB)",1,4176
"S(S,VP,SYM)",1,4177
"WHNP(IN,NNS)",1,4178
"NP(RB,NNP,NN)",1,4179
"NP(NNP,CD,NNP)",1,4180
"ADJP(FW,ADJP)",1,4181
"WHNP(WP$,NNP,NNS)",1,4182
"NP(PRP,NN,NN)",1,4183
"S(PP,CC,SBAR)",1,4184
"VP(VBD,CONJP,ADJP)",1,4185
"VP(VB,ADJP,ADJP)",1,4186
"PP(IN,SYM)",1,4187
"NP(FW,SYM,NNP)",1,4188
"NP(NNP,CC,RB)",1,4189
"NML(NP,HYPH,NN)",1,4190
"WHNP(WHNP,PP,PP)",1,4191
"NP(NP,ADJP,PRN)",1,4192
"NP(VP,NP,NP)",1,4193
"SQ(INTJ,SQ)",1,4194
"PP(IN,FW,NP)",1,4195
"VP(TO,INTJ,S)",1,4196
"VP(VBN,CC,JJ)",1,4197
"ADJP(ADJP,FW,SBAR)",1,4198
"S(NP,ADVP,VBN)",1,4199
"NP(FW,NNP,CD)",1,4200
"ADVP(IN,JJ,NN)",1,4201
"VP(VBN,INTJ,S)",1,4202
"ADJP(JJ,VBG,NN)",1,4203
"NP(NN,VBG,NN)",1,4204
"INTJ(NNP,NNP)",1,4205
"ADVP(JJ,RB,PP)",1,4206
"LST(CC,SBAR)",1,4207
"S(NP,NP,ADVP)",1,4208
"SBAR(WHPP,NP,SBAR)",1,4209
"NP(NP,NP,SQ)",1,4210
"NML(JJ,NML,NNS)",1,4211
"INTJ(UH,CC,UH)",1,4212
"CONJP(RB,WHNP,S)",1,4213
"VP(NNS,PRT,PP)",1,4214
"VP(DT,NP)",1,4215
"NP(ADVP,DT,JJR)",1,4216
"INTJ(FW,JJ,NN)",1,4217
"WHNP(WHADVP,NN,NN)",1,4218
"S(CC,SBAR,ADVP)",1,4219
"SBAR(SBAR,WHADVP,SQ)",1,4220
"VP(VP,VBD,VP)",1,4221
"S(CC,ADVP,S)",1,4222
"PRN(SINV,CC,S)",1,4223
"S(NML,NP,NP)",1,4224
"NML(NN,JJ,NN)",1,4225
"ADJP(ADJP,PP,S)",1,4226
"VP(POS,ADVP)",1,4227
